11760	-2147483638
11940	-2147483638
11940	2147483637
12000	2147483637
12000	-2147483638
12240	-2147483638
12240	2147483637
12240	2147483637
12240	-2147483638
12360	-2147483638
12360	2147483637
12360	2147483637
12360	-2147483638
12480	-2147483638
12480	2147483637
12480	2147483637
12480	-2147483638
12720	-2147483638
12720	2147483637
12720	2147483637
12720	-2147483638
12960	-2147483638
12960	2147483637
12960	2147483637
12960	-2147483638
13200	-2147483638
13200	2147483637
13200	2147483637
13200	-2147483638
13440	-2147483638
13440	2147483637
15360	2147483637
15360	-2147483638
15600	-2147483638
15600	2147483637
15600	2147483637
15600	-2147483638
15780	-2147483638
15780	2147483637
15840	2147483637
15840	-2147483638
16080	-2147483638
16080	2147483637
16080	2147483637
16080	-2147483638
16200	-2147483638
16200	2147483637
16200	2147483637
16200	-2147483638
16320	-2147483638
16320	2147483637
16320	2147483637
16320	-2147483638
16560	-2147483638
16560	2147483637
16560	2147483637
16560	-2147483638
16800	-2147483638
16800	2147483637
16800	2147483637
16800	-2147483638
17040	-2147483638
17040	2147483637
17040	2147483637
17040	-2147483638
17280	-2147483638
17280	2147483637
17280	2147483637
17280	-2147483638
17580	-2147483638
17580	2147483637
17580	2147483637
17580	-2147483638
17700	-2147483638
17700	2147483637
17760	2147483637
17760	-2147483638
18000	-2147483638
18000	2147483637
18000	2147483637
18000	-2147483638
18120	-2147483638
18120	2147483637
18120	2147483637
18120	-2147483638
18240	-2147483638
18240	2147483637
18240	2147483637
18240	-2147483638
18480	-2147483638
18480	2147483637
18480	2147483637
18480	-2147483638
18720	-2147483638
18720	2147483637
18720	2147483637
18720	-2147483638
18960	-2147483638
18960	2147483637
18960	2147483637
18960	-2147483638
19200	-2147483638
19200	2147483637
19200	2147483637
19200	-2147483638
19440	-2147483638
19440	2147483637
19440	2147483637
19440	-2147483638
19620	-2147483638
19620	2147483637
19680	2147483637
19680	-2147483638
19920	-2147483638
19920	2147483637
19920	2147483637
19920	-2147483638
20040	-2147483638
20040	2147483637
20040	2147483637
20040	-2147483638
20160	-2147483638
20160	2147483637
20160	2147483637
20160	-2147483638
20400	-2147483638
20400	2147483637
20400	2147483637
20400	-2147483638
20640	-2147483638
20640	2147483637
20640	2147483637
20640	-2147483638
20880	-2147483638
20880	2147483637
20880	2147483637
20880	-2147483638
21120	-2147483638
21120	2147483637
21120	2147483637
21120	-2147483638
21360	-2147483638
21360	2147483637
21360	2147483637
21360	-2147483638
21600	-2147483638
21600	2147483637
21600	2147483637
21600	-2147483638
21840	-2147483638
21840	2147483637
21840	2147483637
21840	-2147483638
21960	-2147483638
21960	2147483637
21960	2147483637
21960	-2147483638
22080	-2147483638
22080	2147483637
22080	2147483637
22080	-2147483638
22320	-2147483638
22320	2147483637
22320	2147483637
22320	-2147483638
22560	-2147483638
22560	2147483637
22560	2147483637
22560	-2147483638
22800	-2147483638
22800	2147483637
22800	2147483637
22800	-2147483638
23040	-2147483638
23040	2147483637
