0	0	73	73	0
5	0	73	73	0
10	0	73	73	0
15	0	73	73	0
20	0	73	73	0
25	0	73	73	0
30	0	73	73	0
35	0	73	73	0
40	0	73	73	0
45	0	73	73	0
50	0	73	73	0
55	0	73	73	0
60	0	73	73	0
65	0	73	73	0
70	0	73	73	0
75	0	73	73	0
80	0	73	73	0
85	0	73	73	0
90	0	73	73	0
95	0	73	73	0
100	0	73	73	0
105	0	73	73	0
110	0	73	73	0
115	0	73	73	0
120	0	73	73	0
125	0	73	73	0
130	0	73	73	0
135	0	73	73	0
140	0	73	73	0
145	0	73	73	0
150	0	73	73	0
155	0	73	73	0
160	0	73	73	0
165	0	73	73	0
170	0	73	73	0
175	0	73	73	0
180	0	73	73	0
185	0	73	73	0
190	0	73	73	0
195	0	73	73	0
200	0	73	73	0
205	0	73	73	0
210	0	73	73	0
215	0	73	73	0
220	0	73	73	0
225	0	73	73	0
230	0	73	73	0
235	0	73	73	0
240	0.335256296761453	73	73	0
245	1.32123560122688	73	73	0
250	2.89944517769786	73	73	0
255	4.97528342041025	73	73	0
260	7.42224855121828	73	73	0
265	10.087597460759	73	73	0
270	12.7992332068791	73	73	0
275	15.3735352584674	73	73	0
280	15.7439678171543	73	73	0
285	15.5728634978534	73	73	0
290	14.9421398938228	73	73	0
295	13.8704122540681	73	73	0
300	12.3893116714376	73	73	0
305	10.542551518908	73	73	0
310	8.38463728806676	73	73	0
315	5.97925790776274	73	73	0
320	3.39740602173365	73	73	0
325	0.715282703552	73	73	0
330	-1.9879515506262	73	73	0
335	-4.6325131740514	73	73	0
340	-7.14035027074763	73	73	0
345	-9.43744624814916	73	73	0
350	-11.4560043513281	73	73	0
355	-13.1364486242186	73	73	0
360	-14.4291822412374	73	73	0
365	-15.2960513136997	73	73	0
370	-15.711470968079	73	73	0
375	-15.6631804609072	73	73	0
380	-15.1526050437683	73	73	0
385	-14.1948138982587	73	73	0
390	-12.8180753824283	73	73	0
395	-11.0630227152091	73	73	0
400	-8.04309230295299	73	73	0
405	-5.11639261557364	73	73	0
410	-2.64678576822512	73	73	0
415	-0.746538810223717	73	73	0
420	0.50799548521359	73	73	0
425	1.07923000545239	73	73	0
430	0.969469051200781	73	73	0
420	-400	73	77	0
425	-400	73	77	0
430	-400	73	77	0
435	0	77	77	0
440	0	77	77	0
445	0	77	77	0
450	0	77	77	0
455	0	77	77	0
460	0	77	77	0
465	0	77	77	0
470	0	77	77	0
475	0	77	77	0
480	0	77	77	0
485	0	77	77	0
490	0	77	77	0
495	0	77	77	0
500	0	77	77	0
505	0	77	77	0
510	0	77	77	0
515	0	77	77	0
520	0	77	77	0
525	0	77	77	0
530	0	77	77	0
535	0	77	77	0
540	0	77	77	0
545	0	77	77	0
550	0	77	77	0
555	0	77	77	0
560	0	77	77	0
565	0	77	77	0
570	0	77	77	0
575	0	77	77	0
580	0	77	77	0
585	0	77	77	0
590	0	77	77	0
595	0	77	77	0
600	0	77	77	0
605	0	77	77	0
610	0	77	77	0
615	0	77	77	0
620	0	77	77	0
625	0	77	77	0
630	0	77	77	0
635	0	77	77	0
640	0	77	77	0
645	0	77	77	0
650	0	77	77	0
655	0	77	77	0
660	0	77	77	0
665	0	77	77	0
670	0	77	77	0
675	0	77	77	0
680	0	77	77	0
685	0	77	77	0
690	0	77	77	0
695	0	77	77	0
700	0.240666132288263	77	77	0
705	0.948458433325362	77	77	0
710	2.08138747411777	77	77	0
715	3.57154281483946	77	77	0
720	5.32811424858896	77	77	0
725	7.24145404102342	77	77	0
730	9.18802117040282	77	77	0
735	11.0360023241717	77	77	0
740	12.6514026563503	77	77	0
745	13.904343012611	77	77	0
750	14.6753162227465	77	77	0
755	13.8704122540681	77	77	0
760	12.3893116714375	77	77	0
765	10.542551518908	77	77	0
770	8.38463728806675	77	77	0
775	5.97925790776273	77	77	0
780	3.39740602173363	77	77	0
785	0.715282703551986	77	77	0
790	-1.98795155062621	77	77	0
795	-4.63251317405141	77	77	0
800	-7.14035027074764	77	77	0
805	-9.43744624814917	77	77	0
810	-11.4560043513281	77	77	0
815	-13.1364486242186	77	77	0
820	-14.4291822412374	77	77	0
825	-15.2960513136997	77	77	0
830	-15.711470968079	77	77	0
835	-15.6631804609072	77	77	0
840	-15.1526050437683	77	77	0
845	-14.1948138982587	77	77	0
850	-12.8180753824283	77	77	0
855	-11.0630227152091	77	77	0
860	-8.98145472291725	77	77	0
865	-6.63480704273435	77	77	0
870	-4.09233890424448	77	77	0
875	-1.4290890045647	77	77	0
880	1.2763391923938	77	77	0
885	3.94409736760186	77	77	0
890	6.49544899938573	77	77	0
